percentage,accuracy,y_min,y_max
0.0994701589523143,0.686824,0.686824,0.686824
0.11946416075177446,0.7254885863035643,0.7148578293952743,0.7341049259110933
0.13945816255123464,0.7482979575490589,0.7444933920704846,0.7553063676411694
0.15945216435069479,0.7668201842210653,0.7609130957148579,0.7777332799359231
0.17944616615015496,0.7776331597917501,0.7721265518622347,0.7861433720464558
0.1994401679496151,0.7894473368041649,0.7817380857028434,0.8013616339607529
0.2194341697490753,0.8003604325190228,0.7961553864637565,0.8049659591509811
0.23942817154853543,0.8100720865038046,0.8065678814577493,0.8129755706848217
0.2594221733479956,0.8184821786143373,0.8121746095314377,0.8221866239487385
0.27941617514745576,0.828994793752503,0.8253904685622747,0.8329995995194233
0.2994101769469159,0.8358029635562676,0.8285943131758109,0.8450140168201842
0.3194041787463761,0.8437124549459352,0.8346015218261914,0.8514217060472568
0.33939818054583626,0.8476171405686824,0.8430116139367241,0.8538245895074089
0.3593921823452964,0.8523227873448137,0.8462154585502603,0.8574289146976372
0.37938618414475656,0.8562274729675611,0.8502202643171806,0.8610332398878654
0.39938018594421676,0.8593311974369243,0.855026031237485,0.8614337204645575
0.4193741877436769,0.8623348017621146,0.8578293952743292,0.8654385262314778
0.43936818954313706,0.8633360032038446,0.8594313175810974,0.8658390068081698
0.4593621913425972,0.8647376852222668,0.8598317981577893,0.8690428514217059
0.4793561931420574,0.8663396075290348,0.8598317981577893,0.8714457348818583
0.49935019494151756,0.866940328394073,0.8598317981577893,0.8718462154585502
0.5193441967409778,0.8673408089707649,0.8598317981577893,0.8722466960352423
0.5393381985404379,0.8690457162595114,0.8622346816179415,0.875462
0.5593322003398981,0.8700469177012415,0.8658390068081698,0.875462
0.5793262021393581,0.8703472781337604,0.8658390068081698,0.875462
0.5993202039388184,0.8706476385662796,0.8662394873848618,0.875462
0.6193142057382786,0.8710481191429715,0.8670404485382459,0.875462
0.6393082075377386,0.8718490802963557,0.8694433319983981,0.875462
0.6593022093371989,0.8718490802963557,0.8694433319983981,0.875462
0.6792962111366591,0.8718490802963557,0.8694433319983981,0.875462
0.6992902129361191,0.8718490802963557,0.8694433319983981,0.875462
0.7192842147355794,0.8718490802963557,0.8694433319983981,0.875462
0.7392782165350394,0.8718490802963557,0.8694433319983981,0.875462
0.7592722183344996,0.8727495608730476,0.8702442931517821,0.875462
0.7792662201339599,0.8728496810172206,0.8706447737284742,0.875462
0.79926022193342,0.8728496810172206,0.8706447737284742,0.875462
0.8192542237328801,0.8735499213055666,0.8714433319983981,0.875462
0.8392482255323404,0.8737507623147778,0.8722466960352423,0.875462
0.8592422273318004,0.8737507623147778,0.8722466960352423,0.875462
0.8792362291312606,0.8745007623147778,0.8734457348818583,0.875462
0.8992302309307207,0.8749041077292752,0.8734457348818583,0.875462
0.919224232730181,0.8749041077292752,0.8734457348818583,0.875462
0.9392182345296411,0.8749041077292752,0.8734457348818583,0.875462
0.9592122363291012,0.8749579337204645,0.8734457348818583,0.875462
0.9778816355093473,0.8749579337204645,0.8734457348818583,0.875462
0.9919774067779665,0.8749579337204645,0.8734457348818583,0.875462
1.0,0.8749579337204645,0.8734457348818583,0.875462
