decay_rate,eval_acc,eval_f1,eval_pre,eval_recall,num_new_labeled,num_pseudo_labeled,num_total_labeled,pseudo_acc,round,threshold
0.001,0.6868241890268322,0.6608331532157513,0.7946007956874146,0.5682819382782501,,,995.0,,0.0,0.046
0.001,0.7284981978374049,0.7415295112452891,0.8387086659276013,0.6659991989911056,200.0,168.0,1195.0,0.9523809523809523,1.0,0.046
0.001,0.7484981978374049,0.7415295112452891,0.8387086659276013,0.6659991989911056,200.0,386.0,1395.0,0.9974093264248705,2.0,0.045
0.001,0.7653183820584701,0.7674093173177519,0.8402488854679051,0.7076491789670768,200.0,376.0,1595.0,0.9973404255319149,3.0,0.043
0.001,0.7777332799359231,0.7770656650668867,0.8281986326229873,0.7328794552986747,200.0,468.0,1795.0,0.9978632478632479,4.0,0.039999999999999994
0.001,0.790548658390068,0.78936180165638,0.8353602997436493,0.7488986783663559,200.0,841.0,1995.0,0.995243757431629,5.0,0.03599999999999999
0.001,0.7993592310772928,0.8028373580051509,0.8450410404728563,0.7653183820107292,200.0,1062.0,2195.0,0.9971751412429378,6.0,0.03099999999999999
0.001,0.8089707649179014,0.8168189674794889,0.854539250153086,0.7829395273851785,200.0,1328.0,2395.0,0.9977409638554217,7.0,0.024999999999999988
0.001,0.8205847016419704,0.8204725949965719,0.8514904698515874,0.7921505806490952,200.0,1330.0,2595.0,0.9969924812030075,8.0,0.017999999999999988
0.001,0.8309971966359632,0.8353324036957218,0.868753927394682,0.8049659591032402,200.0,1327.0,2795.0,0.9977392614920875,9.0,0.009999999999999988
0.001,0.8354024829795755,0.8412462691330748,0.8665702920175812,0.8177813375573851,200.0,1085.0,2995.0,0.9990783410138249,10.0,0.000999999999999987
0.001,0.8474169002803364,0.850624067596211,0.8766640466740478,0.8265919102446098,200.0,256.0,3195.0,1.0,11.0,0.0001
0.001,0.8502202643171806,0.8511811463079502,0.8758689259642546,0.8281938325513779,200.0,39.0,3395.0,1.0,12.0,0.0001
0.001,0.8514217060472568,0.8568165739822923,0.8815224448060054,0.8338005606250664,200.0,74.0,3595.0,1.0,13.0,0.0001
0.001,0.8610332398878654,0.8648442614064199,0.8917155832493835,0.8398077692754469,200.0,100.0,3795.0,1.0,14.0,0.0001
0.001,0.8614337204645575,0.8682254138210558,0.8918738511738226,0.8462154585025193,200.0,91.0,3995.0,1.0,15.0,0.0001
0.001,0.8614337204645575,0.8682254138210558,0.8918738511738226,0.8462154585025193,200.0,107.0,4195.0,1.0,16.0,0.0001
0.001,0.8630356427713256,0.872307676122243,0.8987011280735827,0.8478173808092875,200.0,107.0,4395.0,1.0,17.0,0.0001
0.001,0.8650380456547857,0.8695063225546025,0.8904736586747573,0.8498197836927476,200.0,158.0,4595.0,1.0,18.0,0.0001
0.001,0.8654385262314778,0.8707206169270877,0.8952846656477733,0.8478173808092875,200.0,186.0,4795.0,1.0,19.0,0.0001
0.001,0.867440929114938,0.8730700411555955,0.896587772039017,0.8510212254228237,200.0,188.0,4995.0,1.0,20.0,0.0001
0.001,0.8686423708450141,0.8733311806338092,0.895765763595193,0.8522226671528997,200.0,200.0,5195.0,1.0,21.0,0.0001
0.001,0.8698438125750901,0.8738731288843075,0.894747456360398,0.85422507003636,200.0,236.0,5395.0,1.0,22.0,0.0001
0.001,0.8702442931517821,0.8759455636209328,0.8945920773396551,0.8582298758032803,200.0,300.0,5595.0,1.0,23.0,0.0001
0.001,0.8706447737284742,0.8761890671899617,0.8974690847412128,0.85622747291982,200.0,279.0,5795.0,1.0,24.0,0.0001
0.001,0.8714457348818583,0.8716962948817466,0.891069590162171,0.8534241088829758,200.0,361.0,5995.0,1.0,25.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,395.0,6195.0,1.0,26.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,6395.0,1.0,27.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,6595.0,1.0,28.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,6795.0,1.0,29.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,6995.0,1.0,30.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,7195.0,1.0,31.0,0.0001
0.001,0.8722466960352423,0.8755224270728955,0.8951070935524699,0.8570284340732042,200.0,360.0,7395.0,1.0,32.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,360.0,7595.0,1.0,33.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,7795.0,1.0,34.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,7995.0,1.0,35.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,8195.0,1.0,36.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,8395.0,1.0,37.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,8595.0,1.0,38.0,0.0001
0.001,0.8738486183420104,0.8758052432589594,0.896653507965586,0.85622747291982,200.0,315.0,8795.0,1.0,39.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,200.0,315.0,8995.0,1.0,40.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,200.0,237.0,9195.0,1.0,41.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,200.0,237.0,9395.0,1.0,42.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,200.0,237.0,9595.0,1.0,43.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,171.0,237.0,9766.0,1.0,44.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,0.0,237.0,9966.0,1.0,45.0,0.0001
0.001,0.8766519823788547,0.8792795234792081,0.9008791536916291,0.8590308369566643,0.0,37.0,10003.0,1.0,46.0,0.0001
