decay_rate,eval_acc,eval_f1,eval_pre,eval_recall,num_new_labeled,num_pseudo_labeled,num_total_labeled,pseudo_acc,round,threshold
0.001,0.6330128205128205,0.5967464447021484,0.7452360972380027,0.5012019230769231,,,997.0,,0.0,0.046
0.001,0.6410897435897436,0.6771941551795373,0.7627277221435156,0.6113782051282052,200.0,0.0,1197.0,,1.0,0.046
0.001,0.6650961538461539,0.6731353914126371,0.7387162584524888,0.6201923076923077,200.0,0.0,1397.0,,2.0,0.046
0.001,0.6711057692307693,0.6846399727540139,0.7370228178990192,0.6410256410256411,200.0,0.0,1597.0,,3.0,0.046
0.001,0.6975160256410257,0.6871554744549286,0.7364693070069338,0.6454326923076923,200.0,0.0,1797.0,,4.0,0.046
0.001,0.7087339743589743,0.7029014978653345,0.7546312358134832,0.6594551282051282,200.0,0.0,1997.0,,5.0,0.046
0.001,0.7171474358974359,0.7103150188922882,0.7545116811226575,0.671875,200.0,0.0,2197.0,,6.0,0.046
0.001,0.719551282051282,0.7197107420517848,0.7645504337090713,0.6806891025641025,200.0,0.0,2397.0,,7.0,0.046
0.001,0.7263621794871795,0.7218686464505318,0.7632615275872059,0.6854967948717948,200.0,0.0,2597.0,,8.0,0.046
0.001,0.733573717948718,0.7302938126600705,0.7688975922572308,0.6959134615384616,200.0,0.0,2797.0,,9.0,0.046
0.001,0.7411858974358975,0.7337837387353946,0.7630979877251846,0.7071314102564102,200.0,0.0,2997.0,,10.0,0.046
0.001,0.750801282051282,0.7538649577360886,0.7863473433714646,0.7243589743589743,200.0,0.0,3197.0,,11.0,0.046
0.001,0.7572115384615384,0.7555437172070528,0.7860313959610767,0.7279647435897436,200.0,0.0,3397.0,,12.0,0.046
0.001,0.7620192307692307,0.7621601957541245,0.7919134146127945,0.735176282051282,200.0,0.0,3597.0,,13.0,0.046
0.001,0.764823717948718,0.7658608907308334,0.7911649606166742,0.7427884615384616,200.0,0.0,3797.0,,14.0,0.046
0.001,0.7716346153846154,0.7721403798995874,0.7999982535839081,0.7467948717948718,200.0,0.0,3997.0,,15.0,0.046
0.001,0.7752403846153846,0.7752212392978179,0.8000178512854453,0.7524038461538461,200.0,0.0,4197.0,,16.0,0.046
0.001,0.7812660256410257,0.7827915977209042,0.8039280604093503,0.7632211538461539,200.0,0.0,4397.0,,17.0,0.046
0.001,0.7812660256410257,0.7861751172787104,0.805337076767897,0.7684294871794872,200.0,0.0,4597.0,,18.0,0.046
0.001,0.7812660256410257,0.7867324436322237,0.8019868341776041,0.7724358974358975,200.0,0.0,4797.0,,19.0,0.046
0.001,0.7812660256410257,0.7867324436322237,0.8019868341776041,0.7724358974358975,200.0,0.0,4997.0,,20.0,0.046
0.001,0.7812660256410257,0.7867324436322237,0.8019868341776041,0.7724358974358975,200.0,0.0,5197.0,,21.0,0.046
0.001,0.7812660256410257,0.7867324436322237,0.8019868341776041,0.7724358974358975,200.0,0.0,5397.0,,22.0,0.046
0.001,0.7812660256410257,0.7893860347760029,0.8071509408645141,0.7728365384615384,200.0,0.0,5597.0,,23.0,0.046
0.001,0.7812660256410257,0.7916730504769546,0.8102291616109701,0.7744391025641025,200.0,0.0,5797.0,,24.0,0.046
0.001,0.7854679487179487,0.7945682582182761,0.8122998407253852,0.7780448717948718,200.0,0.0,5997.0,,25.0,0.046
0.001,0.7854679487179487,0.79394648090387,0.8101092248390882,0.7788461538461539,200.0,0.0,6197.0,,26.0,0.046
0.001,0.7854679487179487,0.79394648090387,0.8101092248390882,0.7788461538461539,200.0,0.0,6397.0,,27.0,0.046
0.001,0.7854679487179487,0.79394648090387,0.8101092248390882,0.7788461538461539,200.0,0.0,6597.0,,28.0,0.046
0.001,0.7854679487179487,0.7956427901219099,0.811780089751268,0.780448717948718,200.0,0.0,6797.0,,29.0,0.046
0.001,0.7854679487179487,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,6997.0,,30.0,0.046
0.001,0.7854679487179487,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,7197.0,,31.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,7397.0,,32.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,7597.0,,33.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,7797.0,,34.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,7997.0,,35.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,8197.0,,36.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,8397.0,,37.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,8597.0,,38.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,8797.0,,39.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,8997.0,,40.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,9197.0,,41.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,9397.0,,42.0,0.046
0.001,0.7992788461538461,0.7991550549482688,0.8121071992776333,0.7868589743589743,200.0,0.0,9597.0,,43.0,0.046
