percentage,accuracy,y_min,y_max
0.09947015895231429,0.6868239999999999,0.686824,0.686824
0.11946416075177443,0.7377761313576291,0.7220664797757309,0.76331597917501
0.1394581625512346,0.76131718061674,0.7313135762915498,0.7837404885863035
0.15945216435069479,0.7745318382058468,0.757332799359231,0.7897476972366841
0.17944616615015496,0.7845839006808171,0.7705486583900679,0.8025630756908292
0.19944016794961514,0.791672406888266,0.7805606728073688,0.8025630756908292
0.21943416974907531,0.7957961553864638,0.7817380857028434,0.8065678814577493
0.23942817154853543,0.8016431718061673,0.7865438526231477,0.8181818181818182
0.25942217334799567,0.8070084100921104,0.7921505806968362,0.8217861433720465
0.2794161751474558,0.8125350420504607,0.7985582699239087,0.8217861433720465
0.29941017694691585,0.81657989587505,0.8065678814577493,0.8261914297156588
0.31940417874637606,0.8186623948738486,0.8065678814577493,0.8273928714457349
0.3393981805458362,0.8208650380456548,0.8105726872246696,0.8301962354825791
0.3593921823452964,0.8242691229475371,0.8177813376051262,0.8321986383660392
0.37938618414475656,0.8288746495794953,0.8213856627953544,0.8362034441329596
0.39938018594421676,0.8330796956347617,0.8281938325991189,0.8378053664397277
0.41937418774367685,0.8348818582298758,0.8293952743291949,0.8382058470164198
0.43936818954313706,0.8383660392470965,0.8325991189427313,0.8446135362434922
0.45936219134259726,0.8399679615538644,0.8346015218261914,0.8446135362434922
0.4793561931420574,0.8418502202643172,0.8354024829795755,0.8454144973968762
0.49935019494151767,0.8452943532238686,0.8410092110532639,0.8486183420104125
0.5193441967409776,0.8478574289146976,0.8454144973968762,0.8506207448938726
0.539338198540438,0.8501802162595116,0.8454144973968762,0.8542250700841009
0.5593322003398981,0.8517420905086102,0.8462154585502603,0.855026031237485
0.579326202139358,0.8525430516619943,0.8474169002803364,0.855826992390869
0.5993202039388184,0.8531437725270324,0.8486183420104125,0.8570284341209451
0.6193142057382787,0.8569082899479374,0.855026031237485,0.8590308370044053
0.6393082075377386,0.8591910292350822,0.8566279535442531,0.8642370845014017
0.6593022093371987,0.8603123748498198,0.8566279535442531,0.8654385262314778
0.6792962111366591,0.8609931918301962,0.8570284341209451,0.8654385262314778
0.699290212936119,0.8626351621946335,0.8578293952743292,0.8690428514217059
0.7192842147355795,0.8639567480977174,0.8578293952743292,0.8690428514217059
0.7392782165350394,0.8639567480977174,0.8578293952743292,0.8690428514217059
0.7592722183344998,0.8668001601922306,0.8582298758510212,0.8734481377653184
0.7792662201339599,0.8684821786143372,0.8618342010412495,0.8734481377653184
0.7992602219334198,0.8686423708450141,0.8626351621946335,0.8734481377653184
0.8192542237328801,0.8693632358830596,0.8626351621946335,0.8734481377653184
0.8392482255323406,0.8703243892671205,0.8634361233480177,0.8734481377653184
0.8592422273318003,0.8717684112134563,0.8634361233480177,0.875462
0.8792362291312605,0.8717718490188225,0.8634361233480177,0.875462
0.8992302309307207,0.8724927140568681,0.8634361233480177,0.875462
0.919224232730181,0.8726128582298758,0.8638366039247096,0.875462
0.9392182345296411,0.8734161112535042,0.8670404485382459,0.875462
0.9592122363291014,0.8736563995995192,0.8670404485382459,0.875462
0.9792062381285616,0.8747800370845014,0.8686423708450141,0.875462
0.9992002399280218,0.8747800370845014,0.8686423708450141,0.875462
1.0,0.8747800370845014,0.8686423708450141,0.875462
