percentage,accuracy,y_min,y_max
0.0996700989703089,0.628606,0.628606,0.628606
0.11966410076976906,0.6500400641025641,0.6438301282051282,0.65625
0.13965810256922923,0.6684695512820513,0.6582532051282052,0.6786858974358975
0.1596521043686894,0.6822916666666667,0.6810897435897436,0.6834935897435898
0.17964610616814955,0.6939102564102564,0.6927083333333334,0.6951121794871795
0.19964010796760973,0.7003205128205128,0.7003205128205128,0.7003205128205128
0.21963410976706987,0.7103365384615384,0.7063301282051282,0.7143429487179487
0.23962811156653005,0.71875,0.7159455128205128,0.7215544871794872
0.2596221133659902,0.7276666666666667,0.7229615384615384,0.7323717948717948
0.2796161151654504,0.7311666641221166,0.7299615333724384,0.7323717948717948
0.2996101169649105,0.7361778846153846,0.7327724358974359,0.7395833333333334
0.31960411876437067,0.7401923076923076,0.7395833333333334,0.7408012820512819
0.3395981205638309,0.7512019230769231,0.7495993589743589,0.7528044871794872
0.359592122363291,0.7590144230769231,0.7564102564102564,0.7616185897435898
0.37958612416275117,0.7646233974358974,0.7596153846153846,0.7696314102564102
0.3995801259622113,0.7678285256410255,0.7612179487179487,0.7744391025641025
0.4195741277616715,0.7758413461538463,0.7692307692307693,0.7824519230769231
0.43956812956113167,0.7790464743589745,0.7708333333333334,0.7872596153846154
0.4595621313605918,0.7806490384615385,0.7740384615384616,0.7872596153846154
0.47955613316005197,0.7832532051282051,0.7792467948717948,0.7872596153846154
0.49955013495951217,0.7850560897435898,0.7816506410256411,0.7884615384615384
0.5195441367589723,0.7862582435897436,0.7840544871794872,0.788462
0.5395381385584325,0.7862582435897436,0.7840544871794872,0.788462
0.5595321403578927,0.7862582435897436,0.7840544871794872,0.788462
0.5795261421573528,0.7862582435897436,0.7840544871794872,0.788462
0.599520143956813,0.7862582435897436,0.7840544871794872,0.788462
0.6195141457562732,0.7870595256410257,0.7856570512820513,0.788462
0.6395081475557333,0.7870595256410257,0.7856570512820513,0.788462
0.6595021493551935,0.7876604871794872,0.7868589743589743,0.788462
0.6794961511546536,0.7878608076923077,0.7872596153846154,0.788462
0.6994901529541138,0.7884617692307692,0.7884615384615384,0.788462
0.719484154753574,0.7884617692307692,0.7884615384615384,0.788462
0.7394781565530341,0.7884617692307692,0.7884615384615384,0.788462
0.7594721583524943,0.7884617692307692,0.7884615384615384,0.788462
0.7794661601519545,0.7884617692307692,0.7884615384615384,0.788462
0.7994601619514146,0.7884617692307692,0.7884615384615384,0.788462
0.8194541637508748,0.7884617692307692,0.7884615384615384,0.788462
0.8394481655503349,0.7884617692307692,0.7884615384615384,0.788462
0.8594421673497951,0.7884617692307692,0.7884615384615384,0.788462
0.8794361691492553,0.7884617692307692,0.7884615384615384,0.788462
0.8994301709487154,0.7884617692307692,0.7884615384615384,0.788462
0.9194241727481756,0.7884617692307692,0.7884615384615384,0.788462
0.9394181745476358,0.7884617692307692,0.7884615384615384,0.788462
0.9594121763470959,0.7884617692307692,0.7884615384615384,0.788462
0.9699090272918125,0.7884617692307692,0.7884615384615384,0.788462
0.9899030290912726,0.7884617692307692,0.7884615384615384,0.788462
1.0000999700089972,0.7884617692307692,0.7884615384615384,0.788462
