decay_rate,eval_acc,eval_f1,eval_pre,eval_recall,num_new_labeled,num_pseudo_labeled,num_total_labeled,pseudo_acc,round,threshold
0.001,0.6868241890268322,0.6608331532157513,0.7946007956874146,0.5682819382782501,,,995.0,,0.0,0.046
0.001,0.7292751301561874,0.7272460182094077,0.8178721401850891,0.6563876651504968,200,0,1195.0,,1.0,0.046
0.001,0.7589106928313977,0.7553193286795304,0.8181825544913387,0.7028434120467724,200,0,1395.0,,2.0,0.046
0.001,0.7713255907088507,0.7706620899686634,0.8177581071662674,0.7296756106851384,200,0,1595.0,,3.0,0.046
0.001,0.7873448137765319,0.7866565335450957,0.8352993929152208,0.7440929114460515,200,0,1795.0,,4.0,0.046
0.001,0.8033640368442131,0.8022862618142336,0.8478842365488702,0.7621145373971929,200,0,1995.0,,5.0,0.046
0.001,0.8149779735682819,0.8148801204773441,0.8510005524218631,0.7821385662317945,200,0,2195.0,,6.0,0.046
0.001,0.816179415298358,0.8195216629234944,0.8592638451431482,0.7841409691152545,200,0,2395.0,,7.0,0.046
0.001,0.8249899879855827,0.829772602356478,0.8650796818742763,0.7977573087227836,200,0,2595.0,,8.0,0.046
0.001,0.8410092110532639,0.8439451239087078,0.8790475572162884,0.8121746094836967,200,0,2795.0,,9.0,0.046
0.001,0.842611133360032,0.8501553578667035,0.8811305469162329,0.8217861433243054,200,0,2995.0,,10.0,0.046
0.001,0.8502202643171806,0.8545248682469333,0.879984166987858,0.8309971965882221,200,0,3195.0,,11.0,0.046
0.001,0.8542250700841009,0.8595489910663869,0.8838103343163866,0.8370044052386026,200,0,3395.0,,12.0,0.046
0.001,0.8578293952743292,0.8606679531446112,0.8842781213077489,0.8386063275453707,200,0,3595.0,,13.0,0.046
0.001,0.8626351621946335,0.865406856686772,0.8889065468172861,0.8434120944656751,200,0,3795.0,,14.0,0.046
0.001,0.8678414096916299,0.8715782913390188,0.8961605106681454,0.8486183419626715,200,0,3995.0,,15.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,4195.0,,16.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,4395.0,,17.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,4595.0,,18.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,4795.0,,19.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,4995.0,,20.0,0.046
0.001,0.8706447737284742,0.8739848367252204,0.899573441023439,0.8502202642694396,200,0,5195.0,,21.0,0.046
0.001,0.8738486183420104,0.8769051303231434,0.9020246842120426,0.8534241088829758,200,0,5395.0,,22.0,0.046
0.001,0.8738486183420104,0.8769051303231434,0.9020246842120426,0.8534241088829758,200,0,5595.0,,23.0,0.046
0.001,0.8738486183420104,0.8769051303231434,0.9020246842120426,0.8534241088829758,200,0,5795.0,,24.0,0.046
0.001,0.8738486183420104,0.8769051303231434,0.9020246842120426,0.8534241088829758,200,0,5995.0,,25.0,0.046
0.001,0.8738486183420104,0.8769051303231434,0.9020246842120426,0.8534241088829758,200,0,6195.0,,26.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,6395.0,,27.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,6595.0,,28.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,6795.0,,29.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,6995.0,,30.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,7195.0,,31.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,7395.0,,32.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,7595.0,,33.0,0.046
0.001,0.8742490989187024,0.8809813184407791,0.9040334118238487,0.8594313175333563,200,0,7795.0,,34.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,7995.0,,35.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,8195.0,,36.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,8395.0,,37.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,8595.0,,38.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,8795.0,,39.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,8995.0,,40.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,9195.0,,41.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,9395.0,,42.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,9595.0,,43.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,9795.0,,44.0,0.046
0.001,0.8758510212254705,0.8813972334934321,0.9061773190462069,0.8582298758032803,200,0,9995.0,,45.0,0.046
0.001,0.8766519823788547,0.8837657128757221,0.9090770496384449,0.8602322786867403,8,0,10003.0,,46.0,0.046
