decay_rate,eval_acc,eval_f1,eval_pre,eval_recall,num_new_labeled,num_pseudo_labeled,num_total_labeled,pseudo_acc,round,threshold
0.001,0.7224669603524229,0.7051823240640309,0.832678112307691,0.6139367240211416,,,994.0,,0.0,0.046
0.001,0.7565078093712455,0.7509036034787231,0.8398826057833578,0.6808169803287107,200,0,1194.0,,0.0,0.046
0.001,0.7793352022426913,0.7737643983204651,0.8292037496387267,0.7264717661193432,200,0,1394.0,,1.0,0.046
0.001,0.7933520224269123,0.7891508001635731,0.833457635076322,0.750100120096432,200,0,1594.0,,2.0,0.046
0.001,0.8097717260712856,0.8134219344969411,0.8539257942794751,0.77733279931149,200,0,1794.0,,3.0,0.046
0.001,0.8177813376051262,0.8196291267800245,0.8532657065198667,0.788946736035559,200,0,1994.0,,4.0,0.046
0.001,0.8265919102923508,0.8241948442884957,0.8576059092700028,0.7937525029558633,200,0,2194.0,,5.0,0.046
0.001,0.8334000800961153,0.8372308793763041,0.8657365782431807,0.8109731677536206,200,0,2394.0,,6.0,0.046
0.001,0.8350020024028835,0.8370912266245449,0.8668499091743802,0.8097717260235445,200,0,2594.0,,7.0,0.046
0.001,0.8454144973968762,0.8433587207620412,0.8687286055656162,0.8197837404408453,200,0,2794.0,,8.0,0.046
0.001,0.8478173808570284,0.849833184759952,0.8747715580974238,0.8265919102446098,200,0,2994.0,,9.0,0.046
0.001,0.8562274729675611,0.8557247028238162,0.8787654911368954,0.8342010412017584,200,0,3194.0,,10.0,0.046
0.001,0.8598317981577893,0.8624854921626243,0.8849626081582781,0.8414096915822149,200,0,3394.0,,11.0,0.046
0.001,0.8626351621946335,0.8669974632295647,0.8837767704802129,0.8510212254228237,200,0,3594.0,,12.0,0.046
0.001,0.8638366039247096,0.8653322141983054,0.8847028008450687,0.8470164196559034,200,0,3794.0,,13.0,0.046
0.001,0.8650380456547857,0.8681052302330744,0.8887996161323001,0.8486183419626715,200,0,3994.0,,14.0,0.046
0.001,0.868241890268322,0.8717488069318512,0.8890190124034308,0.855426511766436,200,0,4194.0,,15.0,0.046
0.001,0.868241890268322,0.8717488069318512,0.8890190124034308,0.855426511766436,200,0,4394.0,,16.0,0.046
0.001,0.868241890268322,0.8717488069318512,0.8890190124034308,0.855426511766436,200,0,4594.0,,17.0,0.046
0.001,0.868241890268322,0.8717488069318512,0.8890190124034308,0.855426511766436,200,0,4794.0,,18.0,0.046
0.001,0.8710452543051662,0.8756517967941,0.8968953692440419,0.8558269923431281,200,0,4994.0,,19.0,0.046
0.001,0.8742490989187024,0.8750322911803322,0.89289182078423,0.8582298758032803,200,0,5194.0,,20.0,0.046
0.001,0.8742490989187024,0.8750322911803322,0.89289182078423,0.8582298758032803,200,0,5394.0,,21.0,0.046
0.001,0.8742490989187024,0.8750322911803322,0.89289182078423,0.8582298758032803,200,0,5594.0,,22.0,0.046
0.001,0.8742490989187024,0.8750322911803322,0.89289182078423,0.8582298758032803,200,0,5794.0,,23.0,0.046
0.001,0.8750500600720865,0.874602545749487,0.8977558546463489,0.8530236283062839,200,0,5994.0,,24.0,0.046
0.001,0.8750500600720865,0.874602545749487,0.8977558546463489,0.8530236283062839,200,0,6194.0,,25.0,0.046
0.001,0.8750500600720865,0.874602545749487,0.8977558546463489,0.8530236283062839,200,0,6394.0,,26.0,0.046
0.001,0.8778534241089307,0.8792620250641178,0.903156821279942,0.8570284340732042,200,0,6594.0,,27.0,0.046
0.001,0.8778534241089307,0.8792620250641178,0.903156821279942,0.8570284340732042,200,0,6794.0,,28.0,0.046
0.001,0.8778534241089307,0.8792620250641178,0.903156821279942,0.8570284340732042,200,0,6994.0,,29.0,0.046
0.001,0.8778534241089307,0.8792620250641178,0.903156821279942,0.8570284340732042,200,0,7194.0,,30.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,7394.0,,31.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,7594.0,,32.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,7794.0,,33.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,7994.0,,34.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,8194.0,,35.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,8394.0,,36.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,8594.0,,37.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,8794.0,,38.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,8994.0,,39.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,9194.0,,40.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,9394.0,,41.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,9594.0,,42.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,9794.0,,43.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,200,0,9994.0,,44.0,0.046
0.001,0.8810572687224669,0.88093964856388,0.9017299747868065,0.8614337204168164,9,0,10003.0,,45.0,0.046
